Date,Open,High,Low,Close,Adj Close,Volume
07-05-2018,1745,1745,1705.449951,1710.474976,1497.859741,3484426
08-05-2018,1717.349976,1743.25,1698.349976,1720.599976,1506.726563,2992820
09-05-2018,1720.099976,1747.375,1720.099976,1744.650024,1527.786987,2615050
10-05-2018,1751.474976,1755.574951,1720.099976,1725.625,1511.126709,3858678
11-05-2018,1727.099976,1742.5,1721.25,1728.474976,1513.622559,2627876
14-05-2018,1728.5,1735.5,1705.400024,1716.775024,1503.377075,2433894
15-05-2018,1725,1747.900024,1716.849976,1741.199951,1524.765503,1952890
16-05-2018,1739.974976,1754.5,1737.625,1746.949951,1529.800415,1648450
17-05-2018,1756.474976,1766.574951,1738,1745.900024,1528.881714,2968048
18-05-2018,1740.400024,1758.849976,1729,1751.025024,1533.369507,1874996
21-05-2018,1764.349976,1796,1759.025024,1778.375,1557.319946,3446178
22-05-2018,1779,1787.474976,1746.849976,1754.449951,1536.36853,1857416
23-05-2018,1762.5,1772.5,1740.5,1747.550049,1530.326538,1507298
24-05-2018,1755,1807.5,1751.175049,1801.849976,1577.876953,2962316
25-05-2018,1812.5,1837.400024,1786.275024,1792.900024,1570.039551,3769772
28-05-2018,1808.25,1808.25,1743,1751.025024,1533.369507,3716798
29-05-2018,1764.949951,1772,1744,1761.75,1542.761108,3525312
30-05-2018,1754.525024,1766.5,1741.25,1757.050049,1538.64563,3779106
31-05-2018,1734,1759.050049,1726.099976,1741.050049,1537.320923,5049371
01-06-2018,1754,1757.5,1716.300049,1732.449951,1529.727173,1603856
04-06-2018,1745,1749,1712.599976,1744.25,1540.146484,1681483
05-06-2018,1744,1751.900024,1711.150024,1721.599976,1520.146973,2449568
06-06-2018,1723,1734.900024,1715.199951,1725.75,1523.811523,2236512
07-06-2018,1725,1749,1723.800049,1735.550049,1532.464478,2414762
08-06-2018,1735,1757.300049,1735,1747.099976,1542.662842,2582138
11-06-2018,1747.099976,1763,1743,1749.699951,1544.958862,2179378
12-06-2018,1757,1785,1753,1781,1572.595947,4608875
13-06-2018,1816,1831.650024,1798,1824.099976,1610.653076,5370983
14-06-2018,1830,1832.300049,1784,1787.550049,1578.379883,3819998
15-06-2018,1800,1847.099976,1788.599976,1840.050049,1624.736572,9183574
18-06-2018,1867.949951,1867.949951,1822.150024,1829,1614.979614,4674987
19-06-2018,1822.150024,1839,1821,1824.5,1611.005981,3245034
20-06-2018,1832,1836.300049,1818.599976,1822.449951,1609.195923,3107695
21-06-2018,1832,1832,1817.599976,1819.349976,1606.458618,2910659
22-06-2018,1827,1827,1799.550049,1809.800049,1598.026123,2949458
25-06-2018,1811.900024,1822.349976,1806,1819.25,1606.370361,2083217
26-06-2018,1823,1861,1821,1852,1635.287842,4679712
27-06-2018,1860,1885.150024,1851.25,1858,1640.585815,4081208
28-06-2018,1865,1871,1826.300049,1842.699951,1627.076416,4888125
29-06-2018,1844.900024,1867.400024,1842.300049,1847.75,1631.535278,3506276
02-07-2018,1852,1857.800049,1841.099976,1851.349976,1634.714478,2650290
03-07-2018,1859.949951,1879.900024,1857.050049,1874.050049,1654.757935,3242233
04-07-2018,1879.900024,1879.900024,1857.150024,1866.150024,1647.782349,2700614
05-07-2018,1873,1887.5,1862.099976,1880.300049,1660.276611,2472571
06-07-2018,1882.849976,1921,1881.650024,1912.949951,1689.106079,3713781
09-07-2018,1924,1924.400024,1876.5,1883,1662.660767,6151747
10-07-2018,1898,1898.900024,1870.75,1875.099976,1655.685059,5303302
11-07-2018,1900,1998,1894.150024,1979.900024,1748.222046,22903802
12-07-2018,1984,1990.900024,1960.5,1971.349976,1740.672607,6921701
13-07-2018,1975,1997.900024,1974,1981.099976,1749.281006,4148185
16-07-2018,1990,1996,1977.449951,1989.199951,1756.433594,2582159
17-07-2018,1989,2009,1981,2002.150024,1771.43042,3315492
18-07-2018,2005,2011.699951,1993.050049,2000.25,1769.749268,2013869
19-07-2018,2002.099976,2010.449951,1970,1981.400024,1753.071655,1746318
20-07-2018,1984.900024,2000,1984,1996.599976,1766.519897,1934995
23-07-2018,2001,2009.949951,1986,2005.650024,1774.527344,2086201
24-07-2018,2015,2015,1984.150024,1999,1768.643677,2038423
25-07-2018,2001.900024,2002,1968.400024,1981.5,1753.160034,1535492
26-07-2018,1974.949951,1985,1955.099976,1964.699951,1738.296021,3503036
27-07-2018,1960.849976,1964.650024,1940.300049,1943.75,1719.76001,2033977
30-07-2018,1943,1954.699951,1931.550049,1944.599976,1720.512573,1579251
31-07-2018,1942,1947,1928,1940.199951,1716.619507,2204803
01-08-2018,1949.949951,1981.550049,1949.800049,1976.5,1748.736328,2425180
02-08-2018,1980,1985,1945,1948.400024,1723.874634,1509287
03-08-2018,1956.5,1982.050049,1956.5,1979.449951,1751.346069,1505131
06-08-2018,1997,1998.949951,1972.25,1975.550049,1747.89563,1532249
07-08-2018,1978.199951,1979.150024,1960.5,1967.349976,1740.640991,1353521
08-08-2018,1972,1978.300049,1962,1974,1746.524292,1315062
09-08-2018,1980,1980.800049,1966,1974.349976,1746.833862,2060297
10-08-2018,1980.949951,1996.5,1972.050049,1993.099976,1763.423462,2784105
13-08-2018,1997.800049,2004.25,1990,2000.150024,1769.661011,3559575
14-08-2018,1992,2024.599976,1982.400024,2003.550049,1772.669067,3311765
16-08-2018,2000.300049,2020.050049,1995,2008.5,1777.048584,2152065
17-08-2018,2013.849976,2021.900024,2004,2012.75,1780.809082,1213731
20-08-2018,2024,2024,2003.699951,2009.949951,1778.331665,1587032
21-08-2018,2010.150024,2024,2004,2017.650024,1785.144531,1376866
23-08-2018,2022.800049,2038,2020.300049,2035.099976,1800.583374,3046791
24-08-2018,2035.099976,2046,2031,2043,1807.57312,1570533
27-08-2018,2043,2059,2035,2050.899902,1814.5625,1532702
28-08-2018,2055,2072,2052,2069.199951,1830.753784,1987983
29-08-2018,2072.5,2076.600098,2045.599976,2072,1833.231445,1525867
30-08-2018,2068,2085,2065.5,2082.399902,1842.432617,2408020
31-08-2018,2082.300049,2092,2074,2078.399902,1838.893555,2504554
03-09-2018,2084.800049,2090,2048.399902,2052.899902,1816.332153,1439711
04-09-2018,2059.800049,2104.75,2056.949951,2098.899902,1857.031494,4420803
05-09-2018,2100,2107.25,2075.050049,2079.25,1839.64563,1681106
06-09-2018,2075,2081.5,2060.300049,2075.300049,1836.151123,2238097
07-09-2018,2079.300049,2084,2065.399902,2079.850098,1840.17688,1312182
10-09-2018,2084.399902,2093.399902,2074.25,2080.75,1840.9729,1530539
11-09-2018,2089,2089,2042.199951,2046.25,1810.448486,3679745
12-09-2018,2052.350098,2068.899902,2040,2043.949951,1808.41333,2307661
14-09-2018,2044,2071.550049,2018.150024,2065.399902,1827.391724,3642038
17-09-2018,2070,2077.800049,2054.550049,2074.149902,1835.133301,1033857
18-09-2018,2073,2078.800049,2057.600098,2070.75,1832.125366,1456507
19-09-2018,2071.899902,2089,2066.850098,2077.899902,1838.451172,1301268
21-09-2018,2077,2121,2050.149902,2103.149902,1860.791748,4508530
24-09-2018,2115,2210.5,2098.149902,2198.449951,1945.109131,3032226
25-09-2018,2204.899902,2211.899902,2153.800049,2183.199951,1931.616821,2868778
26-09-2018,2187,2199,2135.100098,2142.149902,1895.297729,1970951
27-09-2018,2141.899902,2209.699951,2135.800049,2188.850098,1936.615967,3311802
28-09-2018,2178,2190,2158.850098,2183.699951,1932.059692,2904371
01-10-2018,2190.899902,2275.949951,2190.350098,2255.550049,1995.630249,3772208
03-10-2018,2250.300049,2255,2155.600098,2162.850098,1913.612305,3902322
04-10-2018,2156.600098,2156.649902,2056.350098,2064.800049,1826.860596,4762419
05-10-2018,2050,2120,2020.900024,2102.649902,1860.348999,3417624
08-10-2018,2102.649902,2122.199951,2048.149902,2077.550049,1838.141602,2010154
09-10-2018,2080.350098,2107.649902,2053.199951,2091.800049,1850.749878,1867130
10-10-2018,2100,2105.949951,2029,2043.599976,1808.103638,2749573
11-10-2018,1985,2013,1941,1979.949951,1751.788696,4700256
12-10-2018,1978,1978,1903,1918.300049,1697.243042,9373289
15-10-2018,1940,1955.550049,1920,1949.5,1724.8479,2638151
16-10-2018,1958,1971.900024,1935,1962.300049,1736.172607,2815425
17-10-2018,1970,1989,1920,1929.400024,1707.063843,2779207
19-10-2018,1929,1929,1870.050049,1913.199951,1692.730957,3428776
22-10-2018,1914,1916,1886.949951,1903,1683.706055,1778496
23-10-2018,1888,1898,1837,1843.650024,1634.630981,2752811
24-10-2018,1852.050049,1874,1811.099976,1848.5,1638.931396,2735913
25-10-2018,1844,1876.900024,1825.050049,1853,1642.921387,2507233
26-10-2018,1853.900024,1853.900024,1791.099976,1799.099976,1595.132202,2285970
29-10-2018,1808.699951,1877.949951,1784.349976,1871,1658.880493,2609483
30-10-2018,1867,1909.400024,1845,1894.800049,1679.982178,2404883
31-10-2018,1900,1943.900024,1875.449951,1938.150024,1718.417847,2769190
01-11-2018,1943.650024,1944.349976,1901.300049,1935.75,1716.289673,2769759
02-11-2018,1934.199951,1954.599976,1905,1913.449951,1696.517822,1818635
05-11-2018,1910,1927.349976,1884.75,1890.849976,1676.480347,1713366
06-11-2018,1894,1937.5,1891,1932.699951,1713.585083,1398710
07-11-2018,1940,1949,1937,1942.150024,1721.964233,144530
09-11-2018,1961,1961.949951,1905,1909.199951,1692.749512,2570479
12-11-2018,1908.5,1946.099976,1908.5,1914.849976,1697.759033,2552008
13-11-2018,1915,1939,1903,1934.949951,1715.580322,1418432
14-11-2018,1925,1929.900024,1870,1880.650024,1667.436768,2422318
15-11-2018,1864,1899,1857.599976,1872.849976,1660.52063,1829123
16-11-2018,1889,1899.800049,1870.25,1886.599976,1672.711792,1829729
19-11-2018,1899,1907.349976,1864.300049,1902.449951,1686.764771,1740628
20-11-2018,1902,1902,1874.199951,1878.25,1665.308472,1190182
21-11-2018,1871,1871.050049,1798.550049,1812,1606.569702,3840461
22-11-2018,1820,1847.599976,1809.949951,1812.550049,1607.057251,3194219
26-11-2018,1819,1860,1784.5,1846.099976,1636.803345,4333177
27-11-2018,1854,1897.900024,1835.349976,1890.25,1675.948242,3344839
28-11-2018,1889,1989,1882.5,1983.900024,1758.980835,5313249
29-11-2018,1997,1997,1942.550049,1960.550049,1738.278076,4035441
30-11-2018,1966,1991,1959.849976,1968.25,1745.105103,5268901
03-12-2018,1984,1990,1968.300049,1982.400024,1757.650757,1610576
04-12-2018,1983,2019.400024,1971,2010.849976,1782.875488,3270615
05-12-2018,2006,2018,1985,2006.75,1779.23999,2501539
06-12-2018,1998,2017,1979.599976,1992.699951,1766.783081,2321216
07-12-2018,1985.050049,2003.900024,1973,1995.199951,1768.999756,1680420
10-12-2018,1975,2011,1960,1975.800049,1751.799316,2010786
11-12-2018,1970,2010,1961,2000,1773.255493,2942014
12-12-2018,2001.099976,2022,1984.949951,2016.800049,1788.150635,2219993
13-12-2018,2024,2029.699951,1974.5,1982.599976,1757.828125,3748429
14-12-2018,1983,1998.949951,1975.25,1989.75,1764.16748,2473761
17-12-2018,1999,2004.900024,1985,1994.300049,1768.202026,1227921
18-12-2018,1991.900024,2002,1976.400024,1987.849976,1762.482788,1768742
19-12-2018,1984.800049,1984.800049,1960.050049,1968.449951,1745.282104,2498833
20-12-2018,1953.800049,1974.900024,1946,1954.050049,1732.515015,1940277
21-12-2018,1948,1950,1886.550049,1895.800049,1680.868896,3729956
24-12-2018,1905.800049,1938.900024,1905,1918.5,1700.995361,1864116
26-12-2018,1921.800049,1921.800049,1870.25,1889.199951,1675.017212,2446614
27-12-2018,1909,1941.699951,1872.099976,1908.949951,1692.528442,4968201
28-12-2018,1915,1920,1893,1896.050049,1681.090332,2239130
31-12-2018,1908,1909,1886.150024,1893.050049,1678.430664,1879740
01-01-2019,1896,1910,1885,1902.800049,1687.075195,1094883
02-01-2019,1905,1934.449951,1900,1923.300049,1705.251099,2100463
03-01-2019,1919,1944.949951,1893.099976,1899.949951,1684.548096,2611668
04-01-2019,1900,1901.199951,1841,1876.849976,1664.067139,4280862
07-01-2019,1891.800049,1908.800049,1881,1897.900024,1682.730957,1856423
08-01-2019,1905.400024,1906.400024,1883.300049,1893.550049,1678.874023,1691756
09-01-2019,1907.400024,1919,1866.699951,1886.949951,1673.022095,2414376
10-01-2019,1890,1905,1872.099976,1888.550049,1674.440674,3053461
11-01-2019,1870,1875,1835,1842.550049,1633.656128,9209862
14-01-2019,1850,1851,1810,1813.25,1607.677856,3615370
15-01-2019,1810,1869.349976,1808,1867.800049,1656.043213,7711653
16-01-2019,1870,1875,1847,1870.150024,1658.127075,2359280
17-01-2019,1878,1898,1871.300049,1894.300049,1683.13916,2625816
18-01-2019,1881,1904.199951,1876,1900.650024,1688.78125,1683728
21-01-2019,1902,1932,1895.449951,1908.699951,1695.933838,2409803
22-01-2019,1907.099976,1918.25,1890,1901.900024,1689.891846,2457093
23-01-2019,1901,1906.099976,1870,1875.599976,1666.523315,2578169
24-01-2019,1884.800049,1905.25,1875,1901.550049,1689.581055,1962927
25-01-2019,1902,1935,1901,1920.800049,1706.685059,2327080
28-01-2019,1933,1962,1925.5,1955,1737.072876,2769033
29-01-2019,1962,1989.050049,1936.650024,1982.75,1761.729248,2557626
30-01-2019,1979.599976,1989.5,1954.650024,1981.400024,1760.529541,2429575
31-01-2019,1987,2019.75,1985,2014.099976,1789.584717,4094319
01-02-2019,2009.5,2034.75,1998.099976,2029.949951,1803.667725,3064163
04-02-2019,2029.949951,2055.449951,2023,2050.25,1821.704956,1590764
05-02-2019,2050,2055,2028,2044.550049,1816.640259,1111404
06-02-2019,2049.899902,2086.850098,2041.050049,2074.800049,1843.518555,1789812
07-02-2019,2074.75,2097.949951,2067,2082.899902,1850.714966,1339945
08-02-2019,2075,2089.5,2051,2061.399902,1831.611816,1684474
11-02-2019,2060,2096,2048.899902,2065.899902,1835.610352,1778730
12-02-2019,2070,2070,2018,2051.600098,1822.904785,2422903
14-02-2019,2060.050049,2075,2033.050049,2044.599976,1816.685059,1724085
15-02-2019,2049,2052,2010.949951,2029.699951,1803.445435,1930065
18-02-2019,2037.599976,2041.949951,1962.650024,1970.300049,1750.667236,2942184
19-02-2019,1970,1971,1892,1904.800049,1692.468506,4408554
20-02-2019,1915,1933.800049,1881.300049,1914.75,1701.309326,4645778
21-02-2019,1914.75,1940,1897.050049,1914.199951,1700.820801,4683919
22-02-2019,1917.199951,1930,1905.099976,1925.650024,1710.994385,2271955
25-02-2019,1932.5,1990,1930.5,1985.150024,1763.861816,2934880
26-02-2019,1984,2045.150024,1972.25,2038.699951,1811.442627,6453309
27-02-2019,2040,2074.949951,2022,2058.100098,1828.67981,4732082
28-02-2019,2060,2071.350098,1977.599976,1983.449951,1762.350952,8454295
01-03-2019,1995.050049,2005,1980.349976,1995.400024,1772.969116,4148548
05-03-2019,2005,2007,1976.599976,1988.099976,1766.483154,2449622
06-03-2019,1989.300049,2015,1985.050049,1999.599976,1776.701172,2635047
07-03-2019,2005,2024.050049,2000.199951,2013.300049,1788.873901,2539884
08-03-2019,2025,2033,2010.050049,2022.699951,1797.225586,2031071
11-03-2019,2028.900024,2033,2003.650024,2014.800049,1790.206665,3111689
12-03-2019,2014.050049,2024.800049,2003,2012.449951,1788.11853,2658550
13-03-2019,2013,2015.900024,1978.599976,2000.5,1777.500854,1833163
14-03-2019,2004.949951,2007.800049,1981,1987.400024,1765.861084,1905495
15-03-2019,1998.900024,2068.949951,1991,2039.949951,1812.553101,5184318
18-03-2019,2043,2064.600098,2011,2022.800049,1797.314819,2349915
19-03-2019,2030,2030,1995.099976,2022.800049,1797.314819,2373993
20-03-2019,2028,2044.800049,2000,2015.050049,1790.428833,3091165
22-03-2019,2015,2016,1983.300049,2005.650024,1782.07666,3148149
25-03-2019,2007.800049,2007.800049,1977.199951,1984.25,1763.062134,2429205
26-03-2019,1984,1994.949951,1958.050049,1982.650024,1761.640625,2316539
27-03-2019,1994,1998,1961,1967.900024,1748.53479,2266166
28-03-2019,1980,2014.599976,1972.800049,2000.300049,1777.322876,4054489
01-04-2019,2010,2039.949951,2008.25,2031.650024,1805.178589,2095740
02-04-2019,2037.099976,2086,2037,2079.300049,1847.516602,3719663
03-04-2019,2085,2089.600098,2058.100098,2079.300049,1847.516602,2939886
04-04-2019,2078.149902,2079.699951,2007.400024,2014.5,1789.939941,4397518
05-04-2019,2028.650024,2054.399902,2018.800049,2048.300049,1819.972534,3152103
08-04-2019,2059,2075,2032.699951,2070.75,1839.919922,2194294
09-04-2019,2070,2098,2057.649902,2091.5,1858.356934,2690970
10-04-2019,2083,2085.5,2036,2040.25,1812.819702,3313062
11-04-2019,2045,2055,2013.650024,2019.5,1794.382813,3422442
12-04-2019,2038,2039,2007,2014.5,1789.939941,3198471
15-04-2019,2070,2119.800049,2041,2113.300049,1877.726807,9189201
16-04-2019,2120,2155.949951,2115.550049,2131.800049,1894.164185,5771952
18-04-2019,2149.899902,2155,2114.199951,2150.050049,1910.379883,3413728
22-04-2019,2148,2176,2145.600098,2161.449951,1920.509399,2007135
23-04-2019,2163,2165.5,2134.050049,2155.050049,1914.82251,2163524
24-04-2019,2158,2195,2156.100098,2183.449951,1940.057007,3003071
25-04-2019,2175,2205,2168.050049,2195,1950.319336,4211526
26-04-2019,2203,2243.949951,2193.149902,2238.550049,1989.014771,2716958
30-04-2019,2238.550049,2266.949951,2230.100098,2260.350098,2008.384888,3488395
02-05-2019,2255,2259.399902,2211.100098,2215.399902,1968.444824,2457699
03-05-2019,2185,2186.050049,2125,2132,1894.341919,3780886
06-05-2019,2110,2165,2108.5,2157.850098,1917.310425,2891422
07-05-2019,2160.050049,2184.350098,2138.800049,2151.949951,1912.068359,2201698
08-05-2019,2151,2168,2130.399902,2152.850098,1912.867798,1824895
09-05-2019,2145,2184.100098,2136.100098,2172.550049,1930.371704,2264162
10-05-2019,2175,2192,2125.850098,2135.800049,1897.718994,2039633
13-05-2019,2133,2167,2121.649902,2128.75,1891.454346,1701744
14-05-2019,2135,2159.800049,2072.350098,2092.350098,1859.112427,2456110
15-05-2019,2097,2124,2084.5,2095.399902,1861.821777,2346876
16-05-2019,2096,2124,2077.050049,2108.75,1873.684082,1946529
17-05-2019,2112.600098,2135,2090,2095.449951,1861.866089,1947908
20-05-2019,2125,2151.399902,2050,2143.949951,1904.960083,2625116
21-05-2019,2148.050049,2148.699951,2102.550049,2109.75,1874.57251,1863157
22-05-2019,2110,2121.949951,2075,2081.75,1849.693604,2595795
23-05-2019,2098,2115.350098,2050,2054.050049,1825.081299,2541294
24-05-2019,2070,2070,2032.25,2048,1819.705811,2274208
27-05-2019,2054.800049,2068.949951,2040.099976,2055.149902,1826.058716,2329820
28-05-2019,2060,2097.5,2045,2073.75,1842.585449,5872979
29-05-2019,2080,2123.699951,2077.100098,2107.550049,1872.61731,3281320
30-05-2019,2123,2156.550049,2114.399902,2146.300049,1907.047607,4971725
31-05-2019,2160,2204.949951,2152.25,2196.550049,1951.696899,4265370
03-06-2019,2201,2247.649902,2185.649902,2242.300049,1992.347046,3682419
04-06-2019,2224,2224,2175,2183.100098,1955.443237,2408658
06-06-2019,2199,2199,2152,2166.100098,1940.216431,3735467
07-06-2019,2174,2189.800049,2142.100098,2181.75,1954.234131,2659446
10-06-2019,2196.699951,2235.850098,2185.5,2231.5,1998.796143,2080593
11-06-2019,2237,2263.949951,2231,2252.800049,2017.874756,3048937
12-06-2019,2245,2266.899902,2219,2260.899902,2025.129395,2404448
13-06-2019,2264,2285,2243.050049,2254.100098,2019.03894,3320916
14-06-2019,2257.25,2263.100098,2234,2254.5,2019.397705,2131408
17-06-2019,2256,2262,2241.449951,2249.199951,2014.650146,1489497
18-06-2019,2244,2260,2231.199951,2250.850098,2016.128052,1877447
19-06-2019,2255,2276,2243.149902,2259.899902,2024.234741,1652817
20-06-2019,2230,2284,2212,2277.949951,2040.402222,2199377
21-06-2019,2285,2292.5,2242,2249.850098,2015.232666,3871804
24-06-2019,2254.149902,2280,2250.800049,2275.5,2038.208008,1382424
25-06-2019,2270,2274.449951,2250.5,2267.800049,2031.310913,1386077
26-06-2019,2265,2266.800049,2250,2254.199951,2019.128052,1762224
27-06-2019,2255,2264,2241.300049,2252.550049,2017.650879,2813464
28-06-2019,2260,2261.949951,2222.5,2227.199951,1994.94458,2372928
01-07-2019,2235,2255,2206.600098,2239.550049,2006.00647,2769940
02-07-2019,2244.899902,2257,2216.449951,2252.100098,2017.248291,1771746
03-07-2019,2252.199951,2258.800049,2232,2237.649902,2004.304688,1656881
04-07-2019,2234,2252,2230.100098,2242.649902,2008.782837,984140
05-07-2019,2247,2250,2140,2163.100098,1937.528687,4088470
08-07-2019,2149,2188.800049,2132.100098,2175.399902,1948.546509,2788062
09-07-2019,2174,2174.399902,2104.550049,2133.350098,1910.881104,3977224
10-07-2019,2080,2127.850098,2071.300049,2108.199951,1888.353882,6343581
11-07-2019,2128,2129,2086.050049,2102.550049,1883.292847,2400346
12-07-2019,2102.100098,2119.75,2093.100098,2107.600098,1887.81665,1560725
15-07-2019,2125,2153.600098,2098,2145.699951,1921.943359,2900415
16-07-2019,2126,2132.5,2100,2106,1890.789185,2735399
17-07-2019,2108,2125,2092.100098,2117.25,1900.890381,1802969
18-07-2019,2116.199951,2116.199951,2060,2065.949951,1854.831909,3072096
19-07-2019,2077,2097,2062.5,2076.949951,1864.707642,1953177
22-07-2019,2077,2117.449951,2068.800049,2109.899902,1894.290894,1920167
23-07-2019,2127.899902,2130,2102.399902,2112.449951,1896.580322,3538588
24-07-2019,2110,2120.800049,2076.5,2096.800049,1882.529419,2413196
25-07-2019,2108.899902,2135,2092.550049,2127.899902,1910.45105,2544464
26-07-2019,2129.800049,2129.800049,2095,2109.050049,1893.527954,1720592
29-07-2019,2110.800049,2142,2103.300049,2130,1912.336792,1647090
30-07-2019,2130,2185,2120.449951,2179.149902,1956.464355,2851672
31-07-2019,2171.75,2211.699951,2147.149902,2205.699951,1980.301025,3000677
01-08-2019,2200,2217.5,2166.25,2180.050049,1957.272339,2375236
02-08-2019,2173,2210,2165.5,2205.300049,1979.942505,2500816
05-08-2019,2199.899902,2252.25,2195.600098,2248.600098,2018.816895,3039682
06-08-2019,2232.800049,2251.949951,2211.449951,2214.899902,1988.560059,2885467
07-08-2019,2230,2238.5,2207.25,2213.449951,1987.259399,2165362
08-08-2019,2228.899902,2281,2218.899902,2258.100098,2027.346313,2073298
09-08-2019,2260,2267.899902,2241.350098,2246.25,2016.707397,1744550
13-08-2019,2245,2246.25,2194.300049,2199.449951,1974.689819,1647281
14-08-2019,2181.100098,2217.850098,2167.399902,2204.399902,1979.133301,1945002
16-08-2019,2241.399902,2241.399902,2143.25,2165.100098,1943.849731,3755507
19-08-2019,2180,2186,2157.699951,2163,1941.964478,974884
20-08-2019,2172,2205,2166.5,2186.75,1963.287598,1843611
21-08-2019,2184.949951,2202,2182.25,2186.199951,1962.793945,1214408
22-08-2019,2187,2235.649902,2170,2216,1989.54834,2131601
23-08-2019,2214.949951,2259.899902,2213.899902,2247.699951,2018.009766,2826425
26-08-2019,2247,2282,2225,2276.300049,2043.68689,2345475
27-08-2019,2270,2274.850098,2229,2236.5,2007.953613,3432106
28-08-2019,2240,2252.149902,2216,2239.25,2010.422974,1294621
29-08-2019,2222.199951,2248.199951,2222.199951,2233.449951,2005.21521,1670652
30-08-2019,2241,2266,2218,2259.600098,2028.693848,2583625
03-09-2019,2270,2296.199951,2236.949951,2251.600098,2021.510742,2545060
04-09-2019,2265,2270,2233,2245.399902,2015.944458,2228092
05-09-2019,2242.199951,2253.649902,2207.300049,2215.300049,1988.920044,2055943
06-09-2019,2216,2233.5,2192.600098,2197.5,1972.938965,1890550
09-09-2019,2200,2202.850098,2179.800049,2182.850098,1959.785645,1703945
11-09-2019,2186,2195,2146.550049,2154,1933.884521,2627440
12-09-2019,2155,2165,2120.350098,2133.600098,1915.56897,2118859
13-09-2019,2135,2157.949951,2115.550049,2141.949951,1923.065918,2291174
16-09-2019,2159.949951,2173.399902,2126.399902,2150,1930.293091,2597948
17-09-2019,2154.949951,2156.550049,2105.600098,2122.649902,1905.737427,2796530
18-09-2019,2126.399902,2142.949951,2113.149902,2138.550049,1920.013184,1454663
19-09-2019,2135,2135.800049,2091,2101.949951,1887.153198,1652691
20-09-2019,2104.899902,2129.399902,2057,2065.449951,1854.383301,6941979
23-09-2019,2099,2099,1975,2015.800049,1809.806885,6323401
24-09-2019,2015,2061,2013,2044.699951,1835.753418,4620978
25-09-2019,2065,2092,2060.050049,2088.449951,1875.032593,4002232
26-09-2019,2097.899902,2107,2063,2087.600098,1874.269775,4234281
27-09-2019,2085,2085.199951,2051.399902,2056.149902,1846.033325,2046795
30-09-2019,2061.850098,2104,2060,2099.300049,1884.773438,2620039
01-10-2019,2095.949951,2095.949951,2039.699951,2059.949951,1849.44519,3342877
03-10-2019,2070,2081.149902,2046.150024,2060.25,1849.714355,2317618
04-10-2019,2060.600098,2087.949951,2054.949951,2079.350098,1866.863281,2163251
07-10-2019,2080,2094.5,2041,2047.699951,1838.446899,2177916
09-10-2019,2060,2060,2015.5,2020.099976,1813.667358,2066920
10-10-2019,2028,2039.050049,1997.099976,2004.449951,1799.616577,2881452
11-10-2019,1931,1995,1925,1986.849976,1783.815186,12593069
14-10-2019,1995,2032.75,1968,2021,1814.47522,3510704
15-10-2019,2032,2047,2022.699951,2037.300049,1829.109741,2261310
16-10-2019,2038,2056,2016,2046.400024,1837.279907,3034082
17-10-2019,2014,2038,1999.300049,2030.949951,1859.760254,3818774
18-10-2019,2037.5,2063.899902,2025,2057.350098,1883.935425,3087901
22-10-2019,2080,2111.5,2040.050049,2051.399902,1878.486572,5552505
23-10-2019,2060,2083.850098,2052.5,2070.100098,1895.610596,2348134
24-10-2019,2084,2099,2061.300049,2082,1906.50769,2798671
25-10-2019,2094,2130,2075.050049,2124.949951,1945.836914,3954245
27-10-2019,2129,2129,2108.800049,2115.699951,1937.366577,224405
29-10-2019,2121.5,2201.699951,2121.5,2194.850098,2009.844849,5064173
30-10-2019,2225,2260,2176.850098,2252.800049,2062.910889,5195136
31-10-2019,2250,2284.949951,2237,2269.649902,2078.340088,4879261
01-11-2019,2264,2275,2195,2200.899902,2015.385254,4172620
04-11-2019,2207,2229.199951,2180.899902,2193.949951,2009.020996,2646411
05-11-2019,2197,2211,2169,2201.850098,2016.255371,2693475
06-11-2019,2200,2210.800049,2179,2188.5,2004.030396,2540719
07-11-2019,2204.5,2204.5,2175.199951,2185.350098,2001.145752,1915598
08-11-2019,2189.600098,2189.600098,2124,2129.949951,1950.415771,2788759
11-11-2019,2135,2139,2091,2100.949951,1923.859985,2983768
13-11-2019,2118,2183.800049,2118,2178.600098,1994.965088,3823365
14-11-2019,2187.5,2200,2146.699951,2196.800049,2011.63147,2995915
15-11-2019,2196,2211.5,2168.75,2174.449951,1991.165161,2724180
18-11-2019,2178.399902,2187.75,2148.75,2152.600098,1971.156372,1611089
19-11-2019,2153,2154.649902,2105,2108.800049,1931.048462,2975313
20-11-2019,2121.949951,2135,2094.5,2108.550049,1930.81958,2894129
21-11-2019,2112,2126.600098,2107.399902,2118.100098,1939.564331,2052574
22-11-2019,2097,2107,2060.5,2071.699951,1897.075562,3742049
25-11-2019,2074.550049,2084.949951,2052.199951,2081.5,1906.049316,2737010
26-11-2019,2089.850098,2097.899902,2035.050049,2046.650024,1874.137085,6561580
27-11-2019,2052,2071.699951,2046.550049,2054.300049,1881.14209,2907521
28-11-2019,2067.050049,2094.399902,2060,2077.350098,1902.249634,2924429
29-11-2019,2085,2085,2045.800049,2053.25,1880.180786,2064271
02-12-2019,2060,2067.699951,2016,2021.050049,1850.695068,3809860
03-12-2019,2027.699951,2062,2010,2051,1878.120483,4664774
